site,siteid,sensor,lay,long,date,year,month,day,hour,microsite,rep,temp
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/10/2019,2019,5,10,22,shrub,1,11
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/10/2019,2019,5,10,23,shrub,1,10
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/11/2019,2019,5,11,0,shrub,1,9
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/11/2019,2019,5,11,1,shrub,1,8
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/11/2019,2019,5,11,2,shrub,1,8
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/11/2019,2019,5,11,3,shrub,1,8
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/11/2019,2019,5,11,4,shrub,1,9
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/11/2019,2019,5,11,5,shrub,1,9
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/11/2019,2019,5,11,6,shrub,1,8
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/11/2019,2019,5,11,7,shrub,1,8
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/11/2019,2019,5,11,8,shrub,1,18
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/11/2019,2019,5,11,9,shrub,1,16
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/11/2019,2019,5,11,10,shrub,1,18
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/11/2019,2019,5,11,11,shrub,1,15
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/11/2019,2019,5,11,12,shrub,1,15
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/11/2019,2019,5,11,13,shrub,1,19
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/11/2019,2019,5,11,14,shrub,1,21
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/11/2019,2019,5,11,15,shrub,1,21
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/11/2019,2019,5,11,16,shrub,1,22
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/11/2019,2019,5,11,17,shrub,1,19
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/11/2019,2019,5,11,18,shrub,1,17
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/11/2019,2019,5,11,19,shrub,1,12
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/11/2019,2019,5,11,20,shrub,1,9
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/11/2019,2019,5,11,21,shrub,1,7
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/11/2019,2019,5,11,22,shrub,1,6
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/11/2019,2019,5,11,23,shrub,1,5
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/12/2019,2019,5,12,0,shrub,1,5
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/12/2019,2019,5,12,1,shrub,1,4
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/12/2019,2019,5,12,2,shrub,1,4
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/12/2019,2019,5,12,3,shrub,1,4
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/12/2019,2019,5,12,4,shrub,1,3
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/12/2019,2019,5,12,5,shrub,1,3
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/12/2019,2019,5,12,6,shrub,1,5
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/12/2019,2019,5,12,7,shrub,1,11
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/12/2019,2019,5,12,8,shrub,1,21
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/12/2019,2019,5,12,9,shrub,1,26
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/12/2019,2019,5,12,10,shrub,1,28
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/12/2019,2019,5,12,11,shrub,1,31
Panoche,Shrub3,Camera Trap,36.69534,-120.79722,05/12/2019,2019,5,12,12,shrub,1,30
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/07/2019,2019,5,7,20,shrub,1,23
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/07/2019,2019,5,7,21,shrub,1,27
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/07/2019,2019,5,7,22,shrub,1,27
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/07/2019,2019,5,7,23,shrub,1,33
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/08/2019,2019,5,8,0,shrub,1,30
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/08/2019,2019,5,8,1,shrub,1,24
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/08/2019,2019,5,8,2,shrub,1,11
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/08/2019,2019,5,8,3,shrub,1,7
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/08/2019,2019,5,8,4,shrub,1,5
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/08/2019,2019,5,8,5,shrub,1,4
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/08/2019,2019,5,8,6,shrub,1,3
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/08/2019,2019,5,8,7,shrub,1,2
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/08/2019,2019,5,8,8,shrub,1,2
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/08/2019,2019,5,8,9,shrub,1,2
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/08/2019,2019,5,8,10,shrub,1,3
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/08/2019,2019,5,8,11,shrub,1,2
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/08/2019,2019,5,8,12,shrub,1,3
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/08/2019,2019,5,8,13,shrub,1,6
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/08/2019,2019,5,8,14,shrub,1,8
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/08/2019,2019,5,8,15,shrub,1,15
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/08/2019,2019,5,8,16,shrub,1,18
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/08/2019,2019,5,8,17,shrub,1,19
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/08/2019,2019,5,8,18,shrub,1,26
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/08/2019,2019,5,8,19,shrub,1,19
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/08/2019,2019,5,8,20,shrub,1,14
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/08/2019,2019,5,8,21,shrub,1,12
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/08/2019,2019,5,8,22,shrub,1,12
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/08/2019,2019,5,8,23,shrub,1,12
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/09/2019,2019,5,9,0,shrub,1,13
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/09/2019,2019,5,9,1,shrub,1,9
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/09/2019,2019,5,9,2,shrub,1,5
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/09/2019,2019,5,9,3,shrub,1,4
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/09/2019,2019,5,9,4,shrub,1,3
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/09/2019,2019,5,9,5,shrub,1,3
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/09/2019,2019,5,9,6,shrub,1,3
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/09/2019,2019,5,9,7,shrub,1,3
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/09/2019,2019,5,9,8,shrub,1,4
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/09/2019,2019,5,9,9,shrub,1,4
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/09/2019,2019,5,9,10,shrub,1,2
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/09/2019,2019,5,9,14,shrub,1,7
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/09/2019,2019,5,9,15,shrub,1,19
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/09/2019,2019,5,9,16,shrub,1,16
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/09/2019,2019,5,9,17,shrub,1,22
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/09/2019,2019,5,9,18,shrub,1,27
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/09/2019,2019,5,9,19,shrub,1,23
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/09/2019,2019,5,9,20,shrub,1,29
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/09/2019,2019,5,9,21,shrub,1,32
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/09/2019,2019,5,9,22,shrub,1,27
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/09/2019,2019,5,9,23,shrub,1,23
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/10/2019,2019,5,10,0,shrub,1,25
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/10/2019,2019,5,10,1,shrub,1,17
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/10/2019,2019,5,10,2,shrub,1,12
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/10/2019,2019,5,10,3,shrub,1,9
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/10/2019,2019,5,10,4,shrub,1,7
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/10/2019,2019,5,10,5,shrub,1,7
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/10/2019,2019,5,10,6,shrub,1,7
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/10/2019,2019,5,10,7,shrub,1,6
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/10/2019,2019,5,10,8,shrub,1,7
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/10/2019,2019,5,10,9,shrub,1,7
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/10/2019,2019,5,10,11,shrub,1,4
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/10/2019,2019,5,10,12,shrub,1,4
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/10/2019,2019,5,10,13,shrub,1,5
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/10/2019,2019,5,10,14,shrub,1,10
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/10/2019,2019,5,10,15,shrub,1,15
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/10/2019,2019,5,10,16,shrub,1,27
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/10/2019,2019,5,10,17,shrub,1,28
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/10/2019,2019,5,10,18,shrub,1,38
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/10/2019,2019,5,10,19,shrub,1,38
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/10/2019,2019,5,10,20,shrub,1,26
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/10/2019,2019,5,10,21,shrub,1,22
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/10/2019,2019,5,10,22,shrub,1,17
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/11/2019,2019,5,11,0,shrub,1,15
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/11/2019,2019,5,11,1,shrub,1,13
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/11/2019,2019,5,11,2,shrub,1,12
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/11/2019,2019,5,11,3,shrub,1,9
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/11/2019,2019,5,11,4,shrub,1,8
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/11/2019,2019,5,11,5,shrub,1,8
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/11/2019,2019,5,11,6,shrub,1,7
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/11/2019,2019,5,11,7,shrub,1,6
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/11/2019,2019,5,11,8,shrub,1,6
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/11/2019,2019,5,11,9,shrub,1,5
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/11/2019,2019,5,11,10,shrub,1,5
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/11/2019,2019,5,11,11,shrub,1,3
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/11/2019,2019,5,11,14,shrub,1,24
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/11/2019,2019,5,11,15,shrub,1,28
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/11/2019,2019,5,11,16,shrub,1,36
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/11/2019,2019,5,11,17,shrub,1,41
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/11/2019,2019,5,11,18,shrub,1,41
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/11/2019,2019,5,11,19,shrub,1,41
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/11/2019,2019,5,11,20,shrub,1,43
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/11/2019,2019,5,11,21,shrub,1,40
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/11/2019,2019,5,11,22,shrub,1,39
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/11/2019,2019,5,11,23,shrub,1,37
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/12/2019,2019,5,12,0,shrub,1,34
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/12/2019,2019,5,12,1,shrub,1,28
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/12/2019,2019,5,12,2,shrub,1,17
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/12/2019,2019,5,12,3,shrub,1,9
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/12/2019,2019,5,12,4,shrub,1,9
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/12/2019,2019,5,12,5,shrub,1,8
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/12/2019,2019,5,12,7,shrub,1,7
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/12/2019,2019,5,12,8,shrub,1,5
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/12/2019,2019,5,12,9,shrub,1,7
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/12/2019,2019,5,12,10,shrub,1,6
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/12/2019,2019,5,12,11,shrub,1,8
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/12/2019,2019,5,12,12,shrub,1,8
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/12/2019,2019,5,12,13,shrub,1,14
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/12/2019,2019,5,12,14,shrub,1,23
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/12/2019,2019,5,12,15,shrub,1,29
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/12/2019,2019,5,12,16,shrub,1,34
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/12/2019,2019,5,12,17,shrub,1,39
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/12/2019,2019,5,12,18,shrub,1,36
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/12/2019,2019,5,12,19,shrub,1,38
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/12/2019,2019,5,12,20,shrub,1,40
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/12/2019,2019,5,12,21,shrub,1,42
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/12/2019,2019,5,12,22,shrub,1,36
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/12/2019,2019,5,12,23,shrub,1,33
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/13/2019,2019,5,13,0,shrub,1,30
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/13/2019,2019,5,13,1,shrub,1,23
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/13/2019,2019,5,13,2,shrub,1,14
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/13/2019,2019,5,13,3,shrub,1,10
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/13/2019,2019,5,13,4,shrub,1,8
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/13/2019,2019,5,13,5,shrub,1,7
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/13/2019,2019,5,13,6,shrub,1,6
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/13/2019,2019,5,13,7,shrub,1,5
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/13/2019,2019,5,13,8,shrub,1,4
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/13/2019,2019,5,13,9,shrub,1,5
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/13/2019,2019,5,13,10,shrub,1,5
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/13/2019,2019,5,13,11,shrub,1,4
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/13/2019,2019,5,13,12,shrub,1,3
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/13/2019,2019,5,13,13,shrub,1,5
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/13/2019,2019,5,13,14,shrub,1,15
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/13/2019,2019,5,13,15,shrub,1,17
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/13/2019,2019,5,13,16,shrub,1,14
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/13/2019,2019,5,13,17,shrub,1,11
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/13/2019,2019,5,13,18,shrub,1,14
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/13/2019,2019,5,13,19,shrub,1,21
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/13/2019,2019,5,13,20,shrub,1,23
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/13/2019,2019,5,13,21,shrub,1,20
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/13/2019,2019,5,13,22,shrub,1,26
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/13/2019,2019,5,13,23,shrub,1,20
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/14/2019,2019,5,14,0,shrub,1,16
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/14/2019,2019,5,14,1,shrub,1,10
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/14/2019,2019,5,14,2,shrub,1,4
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/14/2019,2019,5,14,3,shrub,1,1
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/14/2019,2019,5,14,4,shrub,1,0
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/14/2019,2019,5,14,5,shrub,1,-1
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/14/2019,2019,5,14,6,shrub,1,0
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/14/2019,2019,5,14,7,shrub,1,0
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/14/2019,2019,5,14,8,shrub,1,0
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/14/2019,2019,5,14,9,shrub,1,1
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/14/2019,2019,5,14,10,shrub,1,-2
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/14/2019,2019,5,14,13,shrub,1,4
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/14/2019,2019,5,14,14,shrub,1,15
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/14/2019,2019,5,14,15,shrub,1,26
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/14/2019,2019,5,14,16,shrub,1,30
Panoche,Shrub5,Camera Trap,36.69593,-120.79674,05/14/2019,2019,5,14,17,shrub,1,36
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/20/2019,2019,5,20,16,shrub,1,21
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/20/2019,2019,5,20,17,shrub,1,31
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/20/2019,2019,5,20,18,shrub,1,32
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/20/2019,2019,5,20,19,shrub,1,2
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/21/2019,2019,5,21,10,shrub,1,14
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/21/2019,2019,5,21,11,shrub,1,12
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/21/2019,2019,5,21,12,shrub,1,16
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/21/2019,2019,5,21,13,shrub,1,17
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/21/2019,2019,5,21,14,shrub,1,16
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/22/2019,2019,5,22,10,shrub,1,14
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/22/2019,2019,5,22,11,shrub,1,11
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/22/2019,2019,5,22,12,shrub,1,12
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/22/2019,2019,5,22,13,shrub,1,19
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/22/2019,2019,5,22,14,shrub,1,20
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/22/2019,2019,5,22,15,shrub,1,22
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/22/2019,2019,5,22,16,shrub,1,27
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/22/2019,2019,5,22,17,shrub,1,27
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/22/2019,2019,5,22,18,shrub,1,23
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/22/2019,2019,5,22,19,shrub,1,23
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/23/2019,2019,5,23,2,shrub,1,6
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/23/2019,2019,5,23,11,shrub,1,21
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/23/2019,2019,5,23,12,shrub,1,23
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/23/2019,2019,5,23,13,shrub,1,27
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/23/2019,2019,5,23,14,shrub,1,34
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/23/2019,2019,5,23,15,shrub,1,25
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/24/2019,2019,5,24,10,shrub,1,20
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/24/2019,2019,5,24,11,shrub,1,30
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/24/2019,2019,5,24,12,shrub,1,33
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/24/2019,2019,5,24,13,shrub,1,35
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/24/2019,2019,5,24,14,shrub,1,39
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/24/2019,2019,5,24,15,shrub,1,39
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/24/2019,2019,5,24,16,shrub,1,38
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/24/2019,2019,5,24,17,shrub,1,39
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/24/2019,2019,5,24,18,shrub,1,38
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/24/2019,2019,5,24,19,shrub,1,36
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/25/2019,2019,5,25,10,shrub,1,20
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/25/2019,2019,5,25,11,shrub,1,26
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/25/2019,2019,5,25,12,shrub,1,33
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/25/2019,2019,5,25,13,shrub,1,34
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/25/2019,2019,5,25,14,shrub,1,33
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/25/2019,2019,5,25,15,shrub,1,38
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/25/2019,2019,5,25,16,shrub,1,41
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/25/2019,2019,5,25,17,shrub,1,36
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/25/2019,2019,5,25,18,shrub,1,35
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/25/2019,2019,5,25,19,shrub,1,26
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/25/2019,2019,5,25,10,shrub,1,12
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/25/2019,2019,5,25,11,shrub,1,11
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/26/2019,2019,5,26,14,shrub,1,15
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/26/2019,2019,5,26,15,shrub,1,18
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/26/2019,2019,5,26,16,shrub,1,16
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/26/2019,2019,5,26,17,shrub,1,21
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/26/2019,2019,5,26,18,shrub,1,17
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/27/2019,2019,5,27,10,shrub,1,19
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/27/2019,2019,5,27,11,shrub,1,21
Panoche,Shrub6,Camera Trap,36.69596,-120.79676,05/27/2019,2019,5,27,12,shrub,1,25
Panoche,Open1,Camera Trap,36.6953,-120.79685,01/01/2014,2014,1,1,5,open,2,43
Panoche,Open1,Camera Trap,36.6953,-120.79685,01/01/2014,2014,1,1,6,open,2,43
Panoche,Open1,Camera Trap,36.6953,-120.79685,01/01/2014,2014,1,1,7,open,2,41
Panoche,Open1,Camera Trap,36.6953,-120.79685,01/01/2014,2014,1,1,8,open,2,41
Panoche,Open1,Camera Trap,36.6953,-120.79685,01/01/2014,2014,1,1,9,open,2,43
Panoche,Open1,Camera Trap,36.6953,-120.79685,01/01/2014,2014,1,1,10,open,2,32
Panoche,Open1,Camera Trap,36.6953,-120.79685,01/01/2014,2014,1,1,11,open,2,35
Panoche,Open1,Camera Trap,36.6953,-120.79685,01/01/2014,2014,1,1,12,open,2,38
Panoche,Open1,Camera Trap,36.6953,-120.79685,01/01/2014,2014,1,1,13,open,2,41
Panoche,Open1,Camera Trap,36.6953,-120.79685,01/01/2014,2014,1,1,14,open,2,42
Panoche,Open1,Camera Trap,36.6953,-120.79685,01/01/2014,2014,1,1,15,open,2,45
Panoche,Open1,Camera Trap,36.6953,-120.79685,01/01/2014,2014,1,1,16,open,2,43
Panoche,Open1,Camera Trap,36.6953,-120.79685,01/01/2014,2014,1,1,17,open,2,43
Panoche,Open1,Camera Trap,36.6953,-120.79685,01/01/2014,2014,1,1,18,open,2,42
